stock,day,sentiment
CAM,2016-04-04 00:00:00+00:00,0.3818
CAM,2016-05-09 00:00:00+00:00,0.0
CAMP,2020-03-12 00:00:00+00:00,-0.2023
CAMP,2020-03-18 00:00:00+00:00,0.0
CAMP,2020-03-19 00:00:00+00:00,-0.128
CAMP,2020-03-25 00:00:00+00:00,0.0
CAMP,2020-04-17 00:00:00+00:00,0.06743333333333333
CAMP,2020-04-20 00:00:00+00:00,0.0
CAMP,2020-05-05 00:00:00+00:00,0.0
CAMP,2020-05-13 00:00:00+00:00,-0.7096
CAMT,2020-04-06 00:00:00+00:00,0.0
CAMT,2020-04-07 00:00:00+00:00,0.0
CAMT,2020-04-08 00:00:00+00:00,0.0
CAMT,2020-04-14 00:00:00+00:00,0.296
CAMT,2020-04-15 00:00:00+00:00,0.0
CAMT,2020-04-30 00:00:00+00:00,-0.4215
CAMT,2020-05-11 00:00:00+00:00,-0.11315
CAMT,2020-05-12 00:00:00+00:00,0.0
CAMT,2020-06-02 00:00:00+00:00,0.0
CANF,2020-05-26 00:00:00+00:00,0.0
CANF,2020-05-27 00:00:00+00:00,0.0
CANF,2020-06-01 00:00:00+00:00,-0.07655
CANF,2020-06-04 00:00:00+00:00,0.0
CANF,2020-06-08 00:00:00+00:00,0.0
CANF,2020-06-09 00:00:00+00:00,0.0
CANF,2020-06-10 00:00:00+00:00,0.0
CANF,2020-06-11 00:00:00+00:00,0.0
CAP,2014-06-13 00:00:00+00:00,0.296
CAP,2014-10-01 00:00:00+00:00,0.2023
CAP,2014-11-21 00:00:00+00:00,0.5719
CAP,2015-01-06 00:00:00+00:00,0.0
CAP,2015-02-10 00:00:00+00:00,0.0
CAP,2015-04-27 00:00:00+00:00,0.0
CAP,2015-04-30 00:00:00+00:00,0.0
CAP,2015-06-01 00:00:00+00:00,0.368
CAP,2015-07-01 00:00:00+00:00,0.0
CAPL,2020-03-19 00:00:00+00:00,0.26115
CAPL,2020-03-20 00:00:00+00:00,0.0
CAPL,2020-04-14 00:00:00+00:00,0.15295
CAPL,2020-04-24 00:00:00+00:00,0.296
CAPL,2020-05-04 00:00:00+00:00,0.0
CAPL,2020-05-06 00:00:00+00:00,0.0
CAPL,2020-05-12 00:00:00+00:00,0.25
CAPN,2016-12-27 00:00:00+00:00,0.074
CAPN,2017-01-26 00:00:00+00:00,0.0
CAPN,2017-03-08 00:00:00+00:00,0.0516
CAPN,2017-03-13 00:00:00+00:00,0.0
CAPN,2017-03-15 00:00:00+00:00,0.0
CAPN,2017-04-14 00:00:00+00:00,0.296
CAPN,2017-05-11 00:00:00+00:00,0.0
CAR,2020-05-30 00:00:00+00:00,0.0
CAR,2020-06-01 00:00:00+00:00,0.0
CAR,2020-06-03 00:00:00+00:00,0.436
CAR,2020-06-04 00:00:00+00:00,0.296
CAR,2020-06-05 00:00:00+00:00,0.8957
CAR,2020-06-08 00:00:00+00:00,0.5423
CAR,2020-06-09 00:00:00+00:00,0.3624
CAR,2020-06-10 00:00:00+00:00,-0.5574
CARA,2020-04-22 00:00:00+00:00,-0.29596666666666666
CARA,2020-05-10 00:00:00+00:00,0.0
CARA,2020-05-11 00:00:00+00:00,-0.26335
CARA,2020-05-14 00:00:00+00:00,-0.5267
CARA,2020-05-19 00:00:00+00:00,-0.06745000000000001
CARA,2020-05-20 00:00:00+00:00,-0.5267
CARB,2019-11-11 00:00:00+00:00,0.07156666666666667
CARB,2019-11-12 00:00:00+00:00,-0.042666666666666665
CARB,2019-12-19 00:00:00+00:00,0.3182
CARO,2019-12-19 00:00:00+00:00,0.0
CARO,2019-12-20 00:00:00+00:00,0.10115
CARO,2020-01-31 00:00:00+00:00,0.0
CARO,2020-02-03 00:00:00+00:00,0.0
CARO,2020-02-28 00:00:00+00:00,-0.2023
CARO,2020-03-06 00:00:00+00:00,-0.2023
CARO,2020-03-12 00:00:00+00:00,-0.2023
CARO,2020-03-23 00:00:00+00:00,0.0
CART,2019-07-16 00:00:00+00:00,0.0
CART,2019-07-30 00:00:00+00:00,0.5106
CART,2019-09-12 00:00:00+00:00,0.0
CART,2019-09-13 00:00:00+00:00,0.0
CART,2019-09-17 00:00:00+00:00,0.0
CART,2019-11-18 00:00:00+00:00,0.0
CART,2019-11-19 00:00:00+00:00,0.0
CART,2019-12-18 00:00:00+00:00,0.7506
CARV,2019-03-29 00:00:00+00:00,0.0
CARV,2019-04-16 00:00:00+00:00,0.4588
CARV,2019-10-01 00:00:00+00:00,-0.2023
CARV,2019-10-17 00:00:00+00:00,0.296
CARV,2019-12-16 00:00:00+00:00,0.0
CARV,2019-12-17 00:00:00+00:00,0.0
CARV,2020-01-29 00:00:00+00:00,0.0
CARV,2020-01-30 00:00:00+00:00,0.0
CARV,2020-03-04 00:00:00+00:00,-0.2023
CARV,2020-03-10 00:00:00+00:00,-0.2023
CARZ,2017-09-01 00:00:00+00:00,-0.128
CARZ,2017-12-15 00:00:00+00:00,0.6369
CARZ,2017-12-19 00:00:00+00:00,0.0
CARZ,2018-05-22 00:00:00+00:00,0.0
CARZ,2018-06-26 00:00:00+00:00,0.3182
CARZ,2018-08-27 00:00:00+00:00,0.4215
CARZ,2018-10-17 00:00:00+00:00,0.3612
CARZ,2019-01-04 00:00:00+00:00,0.4939
CARZ,2019-03-27 00:00:00+00:00,0.3182
CARZ,2020-04-29 00:00:00+00:00,0.0
CAS,2016-05-27 00:00:00+00:00,-0.5267
CAS,2016-08-08 00:00:00+00:00,0.0
CAS,2016-08-09 00:00:00+00:00,0.0
CAS,2016-08-16 00:00:00+00:00,0.2023
CAS,2016-11-04 00:00:00+00:00,0.0
CAS,2016-11-09 00:00:00+00:00,0.0
CAS,2016-11-29 00:00:00+00:00,-0.4136
CAS,2016-12-06 00:00:00+00:00,-0.011099999999999999
CASH,2020-03-31 00:00:00+00:00,0.0
CASH,2020-04-13 00:00:00+00:00,-0.4588
CASH,2020-04-22 00:00:00+00:00,-0.2263
CASH,2020-04-23 00:00:00+00:00,-0.01865
CASH,2020-04-24 00:00:00+00:00,-0.128
CASH,2020-05-13 00:00:00+00:00,-0.2023
CASH,2020-05-14 00:00:00+00:00,-0.2023
CASH,2020-05-15 00:00:00+00:00,-0.13795
CASI,2020-03-05 00:00:00+00:00,-0.296
CASI,2020-03-09 00:00:00+00:00,0.0
CASI,2020-03-11 00:00:00+00:00,-0.2023
CASI,2020-03-12 00:00:00+00:00,-0.431
CASI,2020-03-24 00:00:00+00:00,-0.128
CASI,2020-05-11 00:00:00+00:00,0.0
CASI,2020-05-20 00:00:00+00:00,0.0
CASI,2020-05-21 00:00:00+00:00,0.0
CASI,2020-06-08 00:00:00+00:00,0.0
CASM,2019-02-12 00:00:00+00:00,0.19994285714285714
CASM,2019-02-13 00:00:00+00:00,-0.12319999999999998
CASS,2019-12-10 00:00:00+00:00,0.296
CASS,2020-01-31 00:00:00+00:00,0.0
CASS,2020-02-19 00:00:00+00:00,0.0
CASS,2020-03-06 00:00:00+00:00,-0.2023
CASS,2020-03-10 00:00:00+00:00,-0.2023
CASS,2020-03-12 00:00:00+00:00,-0.32135
CASS,2020-03-19 00:00:00+00:00,-0.2023
CASS,2020-04-23 00:00:00+00:00,0.0
CASY,2020-04-06 00:00:00+00:00,-0.128
CASY,2020-04-21 00:00:00+00:00,0.0
CASY,2020-06-02 00:00:00+00:00,-0.31245
CASY,2020-06-08 00:00:00+00:00,-0.007999999999999998
CASY,2020-06-09 00:00:00+00:00,0.0
CASY,2020-06-10 00:00:00+00:00,0.0
CAT,2020-05-13 00:00:00+00:00,0.0
CAT,2020-05-17 00:00:00+00:00,0.296
CAT,2020-05-18 00:00:00+00:00,0.8934
CAT,2020-05-20 00:00:00+00:00,0.9042
CAT,2020-05-26 00:00:00+00:00,0.55925
CAT,2020-05-27 00:00:00+00:00,0.8779
CAT,2020-06-03 00:00:00+00:00,0.872
CAT,2020-06-05 00:00:00+00:00,0.8957
CAT,2020-06-08 00:00:00+00:00,0.5423
CATM,2020-04-02 00:00:00+00:00,-0.064
CATM,2020-04-06 00:00:00+00:00,0.0
CATM,2020-04-07 00:00:00+00:00,0.0
CATM,2020-04-08 00:00:00+00:00,-0.25
CATM,2020-05-08 00:00:00+00:00,-0.07655
CATM,2020-05-11 00:00:00+00:00,0.0
CATM,2020-05-13 00:00:00+00:00,-0.7096
CATM,2020-05-21 00:00:00+00:00,0.0
CATO,2020-02-03 00:00:00+00:00,-0.1531
CATO,2020-02-06 00:00:00+00:00,0.0
CATO,2020-03-05 00:00:00+00:00,0.0
CATO,2020-03-06 00:00:00+00:00,0.0
CATO,2020-03-18 00:00:00+00:00,0.0
CATO,2020-03-19 00:00:00+00:00,0.0
CATO,2020-05-21 00:00:00+00:00,0.0
CATO,2020-05-27 00:00:00+00:00,0.296
CATY,2020-03-05 00:00:00+00:00,-0.2023
CATY,2020-03-06 00:00:00+00:00,-0.2023
CATY,2020-03-12 00:00:00+00:00,-0.2023
CATY,2020-03-19 00:00:00+00:00,-0.2023
CATY,2020-03-23 00:00:00+00:00,-0.2023
CATY,2020-04-27 00:00:00+00:00,-0.11315
CATY,2020-05-13 00:00:00+00:00,-0.6486
CATY,2020-05-14 00:00:00+00:00,0.296
CATY,2020-05-19 00:00:00+00:00,0.0
CAW,2018-07-18 00:00:00+00:00,0.0
CAW,2018-09-20 00:00:00+00:00,-0.2732
CAW,2018-10-15 00:00:00+00:00,0.0
CAW,2018-10-22 00:00:00+00:00,0.0
CAW,2018-11-23 00:00:00+00:00,-0.2732
CAW,2018-12-14 00:00:00+00:00,-0.2732
CAW,2019-02-05 00:00:00+00:00,0.0
CAW,2019-02-06 00:00:00+00:00,0.148
CAW,2019-02-07 00:00:00+00:00,0.0
CBA,2015-06-17 00:00:00+00:00,0.7184
CBA,2016-02-17 00:00:00+00:00,0.2732
CBAK,2018-01-05 00:00:00+00:00,0.0
CBAK,2018-08-01 00:00:00+00:00,-0.2732
CBAK,2018-08-02 00:00:00+00:00,-0.2732
CBAK,2018-08-03 00:00:00+00:00,-0.2732
CBAK,2018-08-07 00:00:00+00:00,-0.2732
CBAK,2018-08-08 00:00:00+00:00,-0.2732
CBAK,2018-08-09 00:00:00+00:00,-0.2732
CBAK,2018-11-23 00:00:00+00:00,0.4063
CBAK,2018-11-26 00:00:00+00:00,0.0
CBAY,2020-05-12 00:00:00+00:00,-0.16223333333333334
CBAY,2020-05-13 00:00:00+00:00,-0.13635999999999998
CBAY,2020-05-26 00:00:00+00:00,0.26335
CBB,2020-03-03 00:00:00+00:00,0.0
CBB,2020-03-05 00:00:00+00:00,0.0
CBB,2020-03-06 00:00:00+00:00,0.05464
CBB,2020-03-13 00:00:00+00:00,0.296
CBB,2020-05-05 00:00:00+00:00,-0.2263
CBB,2020-05-06 00:00:00+00:00,0.0
CBDE,2014-09-29 00:00:00+00:00,0.7003
CBDE,2014-10-01 00:00:00+00:00,0.2732
CBDE,2014-10-02 00:00:00+00:00,0.26335
CBDE,2014-10-06 00:00:00+00:00,0.5859
CBDE,2014-10-24 00:00:00+00:00,0.22706666666666667
CBDE,2014-10-29 00:00:00+00:00,0.2732
CBDE,2015-02-09 00:00:00+00:00,0.0516
CBF,2014-07-24 00:00:00+00:00,0.0
CBF,2014-10-16 00:00:00+00:00,0.0
CBF,2016-06-29 00:00:00+00:00,0.3818
CBF,2017-01-26 00:00:00+00:00,0.0
CBF,2017-03-15 00:00:00+00:00,0.0
CBF,2017-04-24 00:00:00+00:00,0.0
CBF,2017-05-04 00:00:00+00:00,0.296
CBF,2017-07-20 00:00:00+00:00,0.0
CBF,2017-09-07 00:00:00+00:00,0.4939
CBF,2017-10-19 00:00:00+00:00,0.0
CBFV,2019-10-28 00:00:00+00:00,0.0
CBFV,2019-11-26 00:00:00+00:00,0.0
CBFV,2019-12-02 00:00:00+00:00,0.0
CBFV,2019-12-17 00:00:00+00:00,0.0
CBFV,2020-01-08 00:00:00+00:00,-0.296
CBFV,2020-01-31 00:00:00+00:00,0.0
CBFV,2020-03-12 00:00:00+00:00,-0.2023
CBFV,2020-05-04 00:00:00+00:00,0.0
CBFV,2020-05-06 00:00:00+00:00,0.0
CBFV,2020-06-08 00:00:00+00:00,0.296
CBG,2017-11-15 00:00:00+00:00,0.8271
CBG,2017-11-28 00:00:00+00:00,-0.1779
CBG,2017-12-18 00:00:00+00:00,0.0
CBG,2018-01-22 00:00:00+00:00,0.10115
CBG,2018-01-24 00:00:00+00:00,0.296
CBG,2018-02-06 00:00:00+00:00,0.0
CBG,2018-02-08 00:00:00+00:00,0.0
CBG,2018-03-08 00:00:00+00:00,0.0
CBG,2018-03-12 00:00:00+00:00,0.0
CBIN,2012-10-24 00:00:00+00:00,0.0
CBIN,2014-02-05 00:00:00+00:00,0.296
CBIN,2014-04-22 00:00:00+00:00,0.5508
CBIN,2014-07-30 00:00:00+00:00,0.296
CBIN,2015-02-03 00:00:00+00:00,0.0
CBIN,2015-03-23 00:00:00+00:00,0.5267
CBIN,2015-05-12 00:00:00+00:00,-0.0258
CBK,2019-03-13 00:00:00+00:00,-0.152975
CBK,2019-04-10 00:00:00+00:00,0.1654
CBK,2019-04-17 00:00:00+00:00,0.18873333333333334
CBK,2019-04-18 00:00:00+00:00,-0.4767
CBLI,2020-03-16 00:00:00+00:00,0.0
CBLI,2020-04-01 00:00:00+00:00,0.0
CBLI,2020-05-04 00:00:00+00:00,0.25
CBLI,2020-05-13 00:00:00+00:00,-0.8841
CBLI,2020-05-15 00:00:00+00:00,0.0
CBLI,2020-05-21 00:00:00+00:00,0.296
CBLI,2020-06-01 00:00:00+00:00,0.0
CBLI,2020-06-02 00:00:00+00:00,0.0
CBM,2019-08-07 00:00:00+00:00,0.008620000000000006
CBM,2019-08-08 00:00:00+00:00,0.0
CBM,2019-08-09 00:00:00+00:00,0.0
CBM,2019-08-12 00:00:00+00:00,0.10115
CBMG,2019-11-12 00:00:00+00:00,0.2023
CBMG,2019-12-07 00:00:00+00:00,0.3182
CBMG,2019-12-30 00:00:00+00:00,0.6908
CBMG,2020-01-07 00:00:00+00:00,0.0
CBMG,2020-01-08 00:00:00+00:00,0.0
CBMG,2020-02-24 00:00:00+00:00,0.0
CBMG,2020-03-05 00:00:00+00:00,0.10115
CBMG,2020-05-06 00:00:00+00:00,0.0386
CBMX,2017-08-01 00:00:00+00:00,-0.3612
CBMX,2017-08-03 00:00:00+00:00,0.0
CBMX,2017-08-04 00:00:00+00:00,0.10115
CBMX,2017-08-22 00:00:00+00:00,0.0
CBMX,2017-09-27 00:00:00+00:00,0.7269
CBMX,2017-10-20 00:00:00+00:00,0.0
CBMX,2017-11-06 00:00:00+00:00,0.0
CBMX,2017-11-10 00:00:00+00:00,0.4939
CBNJ,2014-10-23 00:00:00+00:00,0.0
CBNJ,2015-01-26 00:00:00+00:00,0.0
CBNJ,2015-01-30 00:00:00+00:00,-0.3612
CBNJ,2015-04-27 00:00:00+00:00,0.0
CBNJ,2015-07-29 00:00:00+00:00,0.0
CBNJ,2015-09-24 00:00:00+00:00,0.0
CBNJ,2015-10-01 00:00:00+00:00,0.0
CBNJ,2015-10-23 00:00:00+00:00,0.0
CBNJ,2016-01-06 00:00:00+00:00,0.0
CBNJ,2016-01-29 00:00:00+00:00,0.0
CBNK,2019-01-02 00:00:00+00:00,-0.2732
CBNK,2019-02-11 00:00:00+00:00,0.0
CBNK,2019-04-24 00:00:00+00:00,0.0
CBNK,2019-04-25 00:00:00+00:00,0.0
CBNK,2019-07-24 00:00:00+00:00,0.0
CBNK,2019-10-22 00:00:00+00:00,0.0
CBNK,2019-11-14 00:00:00+00:00,0.0
CBNK,2019-11-25 00:00:00+00:00,0.0
CBNK,2019-11-26 00:00:00+00:00,0.0
CBNK,2020-04-30 00:00:00+00:00,0.0
CBON,2016-03-21 00:00:00+00:00,0.4019
CBPO,2019-11-14 00:00:00+00:00,0.26335
CBPO,2019-11-15 00:00:00+00:00,-0.296
CBPO,2020-03-08 00:00:00+00:00,-0.6249
CBPO,2020-03-12 00:00:00+00:00,-0.4064
CBPO,2020-05-17 00:00:00+00:00,0.0772
CBPO,2020-05-20 00:00:00+00:00,0.12726666666666667
CBPX,2019-08-02 00:00:00+00:00,-0.2023
CBPX,2019-11-05 00:00:00+00:00,0.0
CBPX,2019-11-12 00:00:00+00:00,-0.11315
CBPX,2019-11-13 00:00:00+00:00,0.0
CBPX,2019-11-14 00:00:00+00:00,0.0
CBPX,2019-11-15 00:00:00+00:00,0.0
CBPX,2019-11-21 00:00:00+00:00,0.0
CBR,2017-02-01 00:00:00+00:00,0.296
CBR,2017-02-03 00:00:00+00:00,0.0
CBR,2017-02-15 00:00:00+00:00,0.0
CBR,2017-03-14 00:00:00+00:00,0.0
CBR,2017-03-20 00:00:00+00:00,-0.296
CBR,2017-03-21 00:00:00+00:00,0.34
CBR,2017-03-31 00:00:00+00:00,0.0
CBR,2017-04-10 00:00:00+00:00,0.10606666666666666
CBRX,2015-01-06 00:00:00+00:00,-0.1591
CBRX,2015-02-18 00:00:00+00:00,0.2023
CBRX,2015-03-12 00:00:00+00:00,0.0
CBRX,2015-03-18 00:00:00+00:00,-0.26335
CBRX,2015-03-30 00:00:00+00:00,0.4215
CBRX,2015-03-31 00:00:00+00:00,0.2023
CBRX,2015-04-02 00:00:00+00:00,0.0
CBRX,2016-03-24 00:00:00+00:00,0.0
CBS.A,2015-02-12 00:00:00+00:00,0.5106
CBS.A,2017-07-26 00:00:00+00:00,0.0
CBS.A,2019-08-09 00:00:00+00:00,0.0
CBSH,2020-03-12 00:00:00+00:00,-0.2023
CBSH,2020-03-17 00:00:00+00:00,-0.128
CBSH,2020-03-30 00:00:00+00:00,0.128
CBSH,2020-04-06 00:00:00+00:00,0.10115
CBSH,2020-04-07 00:00:00+00:00,-0.128
CBSH,2020-04-28 00:00:00+00:00,-0.11315
CBSH,2020-04-29 00:00:00+00:00,0.0
CBSH,2020-06-08 00:00:00+00:00,0.0
CBSHP,2018-08-09 00:00:00+00:00,0.0
CBSHP,2018-08-10 00:00:00+00:00,0.0
CBSHP,2018-11-08 00:00:00+00:00,0.0
CBSHP,2018-11-09 00:00:00+00:00,0.0
CBSHP,2018-12-04 00:00:00+00:00,-0.2732
CBSHP,2018-12-12 00:00:00+00:00,-0.2732
CBSHP,2019-02-11 00:00:00+00:00,0.0
CBSHP,2019-09-12 00:00:00+00:00,0.0
CBST,2014-12-09 00:00:00+00:00,0.148
CBST,2014-12-17 00:00:00+00:00,0.296
CBST,2014-12-19 00:00:00+00:00,0.0
CBST,2014-12-31 00:00:00+00:00,0.34
CBST,2015-01-02 00:00:00+00:00,-0.0258
CBST,2015-01-13 00:00:00+00:00,0.0258
CBST,2015-01-14 00:00:00+00:00,0.0
CBST,2015-01-21 00:00:00+00:00,0.0
CBST,2015-01-23 00:00:00+00:00,0.6124
CBT,2020-03-19 00:00:00+00:00,-0.2023
CBT,2020-03-20 00:00:00+00:00,-0.2023
CBT,2020-03-23 00:00:00+00:00,-0.128
CBT,2020-03-31 00:00:00+00:00,-0.128
CBT,2020-04-03 00:00:00+00:00,0.10540000000000001
CBT,2020-04-16 00:00:00+00:00,0.0
CBT,2020-05-11 00:00:00+00:00,-0.07655
CBT,2020-05-12 00:00:00+00:00,-0.128
CBZ,2019-10-30 00:00:00+00:00,0.12726666666666667
CBZ,2020-02-05 00:00:00+00:00,-0.296
CBZ,2020-02-06 00:00:00+00:00,0.1237
CBZ,2020-02-18 00:00:00+00:00,0.0
CBZ,2020-02-20 00:00:00+00:00,-0.1531
CBZ,2020-05-06 00:00:00+00:00,-0.1806
CCBG,2019-11-07 00:00:00+00:00,0.0
CCBG,2019-12-11 00:00:00+00:00,-0.296
CCBG,2019-12-18 00:00:00+00:00,0.0
CCBG,2020-01-24 00:00:00+00:00,0.0
CCBG,2020-01-30 00:00:00+00:00,0.0
CCBG,2020-03-10 00:00:00+00:00,-0.2023
CCBG,2020-03-12 00:00:00+00:00,-0.2023
CCBG,2020-04-23 00:00:00+00:00,0.0
CCC,2020-04-09 00:00:00+00:00,0.2023
CCC,2020-04-17 00:00:00+00:00,0.0
CCC,2020-04-22 00:00:00+00:00,0.0
CCC,2020-05-04 00:00:00+00:00,-0.3612
CCC,2020-05-05 00:00:00+00:00,-0.042666666666666665
CCC,2020-05-21 00:00:00+00:00,0.0
CCC,2020-06-04 00:00:00+00:00,0.41135
CCCL,2020-03-10 00:00:00+00:00,-0.2023
CCCL,2020-05-05 00:00:00+00:00,0.0
CCCL,2020-05-20 00:00:00+00:00,0.0
CCCL,2020-05-21 00:00:00+00:00,0.0
CCCL,2020-05-22 00:00:00+00:00,0.296
CCCL,2020-05-26 00:00:00+00:00,0.0
CCCL,2020-06-02 00:00:00+00:00,0.7351
CCCL,2020-06-03 00:00:00+00:00,0.0
CCCL,2020-06-10 00:00:00+00:00,0.0
CCCR,2018-02-13 00:00:00+00:00,0.3818
CCCR,2018-03-22 00:00:00+00:00,0.1531
CCCR,2018-05-02 00:00:00+00:00,0.3818
CCCR,2018-07-05 00:00:00+00:00,0.3806333333333333
CCCR,2018-07-06 00:00:00+00:00,0.0
CCE,2018-09-14 00:00:00+00:00,0.1507666666666667
CCE,2018-09-17 00:00:00+00:00,0.0
CCE,2018-09-18 00:00:00+00:00,0.0
CCE,2018-09-21 00:00:00+00:00,0.0
CCE,2018-09-24 00:00:00+00:00,0.0
CCE,2018-10-25 00:00:00+00:00,0.0
CCE,2018-11-06 00:00:00+00:00,0.0
CCF,2018-11-13 00:00:00+00:00,0.0
CCF,2019-01-03 00:00:00+00:00,0.0
CCF,2019-02-05 00:00:00+00:00,0.0
CCF,2019-04-09 00:00:00+00:00,0.0
CCF,2019-07-09 00:00:00+00:00,0.0
CCF,2019-11-13 00:00:00+00:00,0.0
CCF,2020-01-08 00:00:00+00:00,0.0
CCF,2020-04-09 00:00:00+00:00,0.0
CCG,2015-10-19 00:00:00+00:00,0.295725
CCG,2015-10-26 00:00:00+00:00,0.10115
CCG,2016-01-20 00:00:00+00:00,0.296
CCG,2016-01-21 00:00:00+00:00,0.10115
CCG,2016-01-26 00:00:00+00:00,0.4215
CCI,2020-05-04 00:00:00+00:00,-0.1531
CCI,2020-05-12 00:00:00+00:00,-0.8658
CCI,2020-05-15 00:00:00+00:00,-0.6908
CCI,2020-05-18 00:00:00+00:00,0.91
CCI,2020-05-22 00:00:00+00:00,0.17556666666666665
CCI,2020-05-29 00:00:00+00:00,0.0
CCI,2020-06-01 00:00:00+00:00,-0.3612
CCI,2020-06-03 00:00:00+00:00,0.0
CCIH,2019-04-22 00:00:00+00:00,0.7351
CCIH,2019-05-17 00:00:00+00:00,-0.10444
CCIH,2019-05-23 00:00:00+00:00,-0.3182
CCIH,2019-06-06 00:00:00+00:00,-0.3952
CCIH,2019-07-09 00:00:00+00:00,0.0
CCIH,2019-08-05 00:00:00+00:00,0.0
CCJ,2020-03-23 00:00:00+00:00,0.0
CCJ,2020-04-07 00:00:00+00:00,0.8625
CCJ,2020-04-13 00:00:00+00:00,0.34
CCJ,2020-04-22 00:00:00+00:00,0.296
CCJ,2020-05-01 00:00:00+00:00,0.09866666666666667
CCJ,2020-05-04 00:00:00+00:00,-0.4019
CCJ,2020-05-05 00:00:00+00:00,0.0
CCJ,2020-05-27 00:00:00+00:00,0.296
CCK,2020-03-23 00:00:00+00:00,-0.2023
CCK,2020-03-24 00:00:00+00:00,0.0
CCK,2020-04-15 00:00:00+00:00,-0.1197
CCK,2020-04-16 00:00:00+00:00,-0.128
CCK,2020-04-17 00:00:00+00:00,-0.25
CCK,2020-04-20 00:00:00+00:00,0.09866666666666667
CCK,2020-05-15 00:00:00+00:00,0.2732
CCK,2020-05-16 00:00:00+00:00,0.0
CCL,2020-06-08 00:00:00+00:00,0.11294285714285714
CCL,2020-06-09 00:00:00+00:00,0.3753
CCL,2020-06-10 00:00:00+00:00,-0.34
CCLP,2020-04-24 00:00:00+00:00,0.0
CCLP,2020-04-27 00:00:00+00:00,0.0
CCLP,2020-05-04 00:00:00+00:00,-0.12040000000000001
CCLP,2020-05-05 00:00:00+00:00,0.31456666666666666
CCLP,2020-06-04 00:00:00+00:00,0.2732
CCM,2018-07-31 00:00:00+00:00,0.4939
CCM,2018-08-29 00:00:00+00:00,0.0
CCM,2018-09-12 00:00:00+00:00,0.0
CCM,2018-12-27 00:00:00+00:00,0.0
CCM,2019-04-18 00:00:00+00:00,0.0
CCM,2019-07-23 00:00:00+00:00,-0.296
CCM,2019-07-24 00:00:00+00:00,0.0
CCM,2020-01-22 00:00:00+00:00,0.24695
CCM,2020-01-27 00:00:00+00:00,0.4939
CCMP,2020-04-15 00:00:00+00:00,0.0
CCMP,2020-04-16 00:00:00+00:00,0.0
CCMP,2020-04-21 00:00:00+00:00,-0.8225
CCMP,2020-04-30 00:00:00+00:00,-0.4215
CCMP,2020-05-07 00:00:00+00:00,-0.07655
CCMP,2020-05-08 00:00:00+00:00,-0.128
CCMP,2020-05-13 00:00:00+00:00,-0.7096
CCMP,2020-05-14 00:00:00+00:00,-0.8481
CCNE,2020-03-04 00:00:00+00:00,-0.2023
CCNE,2020-03-06 00:00:00+00:00,-0.2023
CCNE,2020-03-12 00:00:00+00:00,-0.2023
CCNE,2020-03-23 00:00:00+00:00,-0.2023
CCNE,2020-04-15 00:00:00+00:00,-0.2023
CCNE,2020-04-16 00:00:00+00:00,-0.2023
CCNE,2020-04-20 00:00:00+00:00,0.0
CCNE,2020-05-12 00:00:00+00:00,0.0
CCNE,2020-05-13 00:00:00+00:00,-0.2023
CCNE,2020-05-14 00:00:00+00:00,-0.2023
CCO,2020-05-14 00:00:00+00:00,0.3818
CCO,2020-05-18 00:00:00+00:00,0.0
CCO,2020-05-19 00:00:00+00:00,0.34
CCO,2020-06-01 00:00:00+00:00,0.0
CCO,2020-06-05 00:00:00+00:00,0.8402
CCO,2020-06-08 00:00:00+00:00,0.27115
CCO,2020-06-09 00:00:00+00:00,0.3753
CCO,2020-06-10 00:00:00+00:00,-0.34
CCOI,2020-03-03 00:00:00+00:00,0.0
CCOI,2020-03-04 00:00:00+00:00,0.0
CCOI,2020-04-14 00:00:00+00:00,0.1909
CCOI,2020-04-17 00:00:00+00:00,0.0
CCOI,2020-04-22 00:00:00+00:00,0.0
CCOI,2020-05-07 00:00:00+00:00,-0.1806
CCOI,2020-05-11 00:00:00+00:00,0.0
CCRN,2020-03-30 00:00:00+00:00,0.0
CCRN,2020-04-21 00:00:00+00:00,-0.2023
CCRN,2020-05-07 00:00:00+00:00,-0.1531
CCRN,2020-05-08 00:00:00+00:00,-0.128
CCRN,2020-05-13 00:00:00+00:00,-0.8841
CCRN,2020-05-14 00:00:00+00:00,-0.2023
CCRN,2020-05-18 00:00:00+00:00,0.0
CCRN,2020-05-19 00:00:00+00:00,0.0
CCRN,2020-05-26 00:00:00+00:00,0.296
CCS,2020-02-06 00:00:00+00:00,0.296
CCS,2020-02-07 00:00:00+00:00,0.0
CCS,2020-02-13 00:00:00+00:00,0.0
CCS,2020-03-17 00:00:00+00:00,-0.128
CCS,2020-03-18 00:00:00+00:00,0.3357
CCS,2020-04-29 00:00:00+00:00,0.0
CCS,2020-04-30 00:00:00+00:00,0.0
CCS,2020-05-06 00:00:00+00:00,0.368
CCSC,2015-08-14 00:00:00+00:00,0.0
CCSC,2015-08-16 00:00:00+00:00,0.0
CCSC,2015-09-21 00:00:00+00:00,0.4939
CCSC,2015-10-15 00:00:00+00:00,-0.07655
CCSC,2015-11-20 00:00:00+00:00,-0.148
CCSC,2015-12-18 00:00:00+00:00,0.39495
CCU,2019-08-28 00:00:00+00:00,-0.2023
CCU,2019-09-25 00:00:00+00:00,-0.2023
CCU,2019-12-20 00:00:00+00:00,0.3119
